Date,Label,Village,District,Province,LAO 00:,Lat.,Long,Host,"Galls present/ absent (1= present, 0=absent)",No emergence,Leptocybe F,Leptocybe M,Total Leptocybe,Quadrastichus,Total wasps,unknown,%,,Label: LAO -,,,,,,,,,
5/05/2016,Lao05/05/2016-004,Kong hin,Phin,Savannakhet,,16.57612,105.82713,,1,x,,,0,,0,,,,,,,,,,,,,
5/05/2016,Lao05/05/2016-005,Phoutamoup,Phin,Savannakhet,,16.56785,105.79725,,1,x,,,0,,0,,,,,,,,,,,,,
5/05/2016,Lao05/05/2016-006, A louay,Phin,Savannakhet,,16.56914,105.77831,,1,x,,,0,,0,,,,,,,,,,,,,
5/05/2016,Lao05/05/2016-007,Houay tho,Phin,Savannakhet,,16.57001,105.75961,,1,x,,,0,,0,,,,,,,,,,,,,
5/05/2016,Lao05/05/2016-008,Zone dongkapho,Phin,Savannakhet,,16.56273,105.74446,,1,,1,0,1,0,1,,0,,,,,,,,,,,
6/05/2016,LAO06/05/2016-004,Khontea,Champone,Savannakhet,,16.5669,105.02866,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-005,Houay yang,Champone,Savannakhet,,16.53281,105.2592,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-006,Sivilay,Champone,Savannakhet,,16.51363,105.02849,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-007,Lak 35,Champone,Savannakhet,,16.48325,105.04341,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-012,Oumnamkhong,Khongkhon,Savannakhet,,16.32738,105.11614,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-013,Tadsaykham,Khongkhon,Savannakhet,,16.2945,105.13706,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-014,Nonsomphou,Khongkhon,Savannakhet,,16.2732,105.14389,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-001,Phinneau,Outhoumphone,Savannakhet,,16.6366,105.01572,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-002,Phintay,Outhoumphone,Savannakhet,,16.62437,105.02167,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-003,Nicahn,Outhoumphone,Savannakhet,,16.58204,105.03673,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-008,Hommala,Xayphouthong,Savannakhet,,16.4515,105.06077,,1,,2,0,2,0,2,,0,,,,,,,,,,,
6/05/2016,LAO06/05/2016-009,Si yeak,Xayphouthong,Savannakhet,,16.3885,105.10544,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-010,Khamseanxay,Xayphouthong,Savannakhet,,16.3702,105.10462,,1,x,,,0,,0,,,,,,,,,,,,,
6/05/2016,LAO06/05/2016-011,Nakea,Xayphouthong,Savannakhet,,16.33525,105.10999,,0,,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-015,Nong hoy,Hinboun,Khammouane,,17.6537,104.65096,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-016,Phonsoung,Hinboun,Khammouane,,17.86561,104.42091,,0,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-017,Laokha,Hinboun,Khammouane,,17.89553,104.38853,,0,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-001,Chomcheang,Outhoumphone,Savannakhet,,16.71569,104.94038,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-002,Nasay,Outhoumphone,Savannakhet,,16.74062,104.90598,,1,,0,0,0,1,1,,100,,,,,,,,,,,
7/05/2016,LAO07/05/2016-003,Nanokkhien,Outhoumphone,Savannakhet,,16.80212,104.90703,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-004,Dong mak ngeo,Outhoumphone,Savannakhet,,16.83313,104.90378,,1,,0,0,0,1,1,,100,,,,,,,,,,,
7/05/2016,LAO07/05/2016-011,Teuang,Sebangphai,Khammouane,,17.18384,105.00351,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-012,Houaytad,Sebangphai,Khammouane,,17.22779,104.99767,,0,,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-013,Houaylangmeua,Sebangphai,Khammouane,,17.24615,104.98997,,0,,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-014,Dongkasean,Thahkek,Khammouane,,17.28484,104.97519,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-005,Keanghead,Xaybouly,Savannakhet,,16.87927,104.9062,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-006,Nasok,Xaybouly,Savannakhet,,16.9337,104.9111,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-007,Kheuakhaokad,Xaybouly,Savannakhet,,16.991116,104.93663,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-008,Namouang,Xaybouly,Savannakhet,,17.01187,104.97392,,1,,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-009,Namouang,Xaybouly,Savannakhet,,17.03052,104.99615,,1,x,,,0,,0,,,,,,,,,,,,,
7/05/2016,LAO07/05/2016-010,Nathong,Xaybouly,Savannakhet,,17.04534,104.99497,,1,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-001,Namdeua 2,Pakkading,Bolikhamxay,,18.24149,104.18443,,0,,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-002,Namdeua 2,Pakkading,Bolikhamxay,,18.25311,104.179,,1,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-003,Mai,Pakkading,Bolikhamxay,,18.32775,105.89631,,1,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-004,Nasom,Paksan,Bolikhamxay,,18.37193,103.75303,,0,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-005,Paksan,Paksan,Bolikhamxay,,18.39818,103.62936,,0,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-006,Houaysiet,Paksan,Bolikhamxay,,18.39818,103.62936,,1,,1,0,1,0,1,,0,,,,,,,,,,,
8/05/2016,LAO08/05/2016-007,Pakngiep,Paksan,Bolikhamxay,,18.41356,103.61084,,1,x,,,0,,0,,,,,,,,,,,,,
8/05/2016,LAO08/05/2016-008,Thabok,Thaphabath,Bolikhamxay,,18.3818,103.20293,,0,,,,0,,0,,,,,,,,,,,,,
5/01/2017,LAO05/01/2017-002,Hinherbtai,Hinherb,Vientiane,,18.61931,102. 32727 ,Euc. Sp,1,,0,,0,3,3,,100,,Sample 4,,,,,,,,,
5/01/2017,LAO05/01/2017-003,Phonemouang,Hinherb,Vientiane,,18.58916,102. 23889,Euc. Sp,1,,0,,0,19,19,,100,,Sample 19? ,,,,,,,,,
6/01/2017,LAO06/01/2017-001,Na an,Hinherb,Vientiane,,18.76091,102. 36231,Euc. Sp,1,,7,,7,5,12,,41.66666667,,,,,,,,,,,
8/01/2017,LAO08/01/2017-001,Mouangpa,Paklai,Xayyabuly,,18.52616,101. 60089,Euc. Sp,1,,3,,3,8,11,1,72.72727273,,Sample 7,,,,,,,,,
8/01/2017,LAO08/01/2017-002,Mouangpa,Paklai,Xayyabuly,,18.51977,101. 60825,Euc. Sp,1,,1,,1,1,2,,50,,,,,,,,,,,
8/01/2017,LAO08/01/2017-003,Nakhan,Paklai,Xayyabuly,,18.67864,101. 67419,Euc. Sp,1,x,0,,0,0,0,,,,,,,,,,,,,
8/01/2017,LAO08/01/2017-004,Nakhan,Paklai,Xayyabuly,,18.67266,101. 67001,Euc. Sp,0,,,,0,,0,,,,,,,,,,,,,
10/01/2017,LAO10/01/2017-001,Ban sor,Sangthong,Vientiane Capital,,18.32111,102. 05364,Euc. Sp,1,,5,,5,23,28,,82.14285714,,Q Sample 98?,,,,,,,,,
10/01/2017,LAO10/01/2017-002,Ban sor,Sangthong,Vientiane Capital,,18.31601,102. 04798,Euc. Sp,1,,1,,1,4,5,,80,,Q sample 22?,,,,,,,,,
10/01/2017,LAO10/01/2017-003,Ban sor,Sangthong,Vientiane Capital,,,,Euc. Sp,1,,1,,1,65,66,,98.48484848,,Q Sample 56 ,,,,,,,,,
11/01/2017,LAO11/01/2017-001,Nasaonang,Sangthong,Vientiane Capital,,18.28269,102. 22571,Euc. Sp,0,,,,0,,0,,,,,,,,,,,,,
11/01/2017,LAO11/01/2017-002,Nasaonang,Sangthong,Vientiane Capital,,18.27677,102. 22561,Euc. Sp,0,,,,0,,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sum,225,,142,17,,329,,1,,,,,,,,,,,,
,,,,,,,,Number samples with males,,,,4,,,,,,,,,,,,,,,,
,,,,,,,,Count,,,,,31,44,52,,,,,,,,,,,,,
,,,,,,,,Average,,,,,,,,,67.47020258,,,,,,,,,,,
,,,,,,,,Note - red is recorded as 3.5 - assume this is 35,,,,,,,,,,,,,,,,,,,,
